GROUPCODE,STATCODE,STAT,ISSTATE,MetroName,MetroCode,y2009,y2010,y2011
"Population","Share","Children of Immigrants, Share",0,"Chattanooga, TN-GA",16860,.08098269,.07628487,.07461396
"English_Proficiency","eppars","English Proficient Parents",0,"Chattanooga, TN-GA",16860,.5282954,.4194232,.45102581
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Chattanooga, TN-GA",16860,.36622871,.44321234,.35321127
"Family_Structure","fourkid","More than four children in family",0,"Chattanooga, TN-GA",16860,.02289481,0,.02910616
"Education","col","With parents who have at least four year college degree",0,"Chattanooga, TN-GA",16860,.29797353,.19540847,.33773426
"English_Proficiency","engPro","Who are English Proficient",0,"Chattanooga, TN-GA",16860,.79488889,.75547844,.74144853
"English_Proficiency","limEng","With Limited English Proficiency",0,"Chattanooga, TN-GA",16860,.20511111,.24452156,.25855147
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Chattanooga, TN-GA",16860,.5290539,.48613895,.44575845
"Family_Structure","sPar","In single parent families",0,"Chattanooga, TN-GA",16860,.13807549,.22025557,.28127397
"Country_of_Origin_of_Parents","Africa","Africa",0,"Chattanooga, TN-GA",16860,.08376453,.07269244,.13614899
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Chattanooga, TN-GA",16860,.05176285,.04438354,.0460612
"Family_Structure","onekid","One child in family",0,"Chattanooga, TN-GA",16860,.23493605,.2466849,.28464508
"Education","NIS35","Who are not in school, age 3 to 5",0,"Chattanooga, TN-GA",16860,.14523991,.18763186,.13235991
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Chattanooga, TN-GA",16860,,-.1,0
"Education","NIS617","Who are not in school, age 6 to 17",0,"Chattanooga, TN-GA",16860,.04598553,.05692609,.03275723
"Family_Structure","tPar","In two-parent families",0,"Chattanooga, TN-GA",16860,.86192451,.77974443,.71872603
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Chattanooga, TN-GA",16860,.06822614,.06463976,.08544233
"Family_Structure","twokid","Two children in famiy",0,"Chattanooga, TN-GA",16860,.25385038,.30198755,.37034446
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Chattanooga, TN-GA",16860,.54807412,.51557736,.45434041
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Chattanooga, TN-GA",16860,.4717046,.5805768,.54897419
"Family_Structure","threekid","Three children in family",0,"Chattanooga, TN-GA",16860,.48831877,.45132756,.3159043
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Chattanooga, TN-GA",16860,.11415835,.15682716,.22233305
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Chattanooga, TN-GA",16860,.33949815,.28424006,.20207946
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Chattanooga, TN-GA",16860,.42908341,.41583784,.3567924
"Education","HS","With parents who have a high school degree",0,"Chattanooga, TN-GA",16860,.44471987,.51817783,.35217679
"Citizenship","notCit","Who are not citizens",0,"Chattanooga, TN-GA",16860,.16382414,.13865548,.17989299
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Chattanooga, TN-GA",16860,.46994715,.41813218,.46689573
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Chattanooga, TN-GA",16860,.07178335,.12080661,.09359183
"English_Proficiency","noeppars","No English Proficient Parents",0,"Chattanooga, TN-GA",16860,.32684123,.46114175,.45988313
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Chattanooga, TN-GA",16860,.32675015,.34342081,.18990235
"Education","lTHS","With parents who have less than a high school degree",0,"Chattanooga, TN-GA",16860,.2573066,.2864137,.31008895
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Chattanooga, TN-GA",16860,.03542488,.03626393,.03487087
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Chattanooga, TN-GA",16860,.24812974,.16096575,.19164939
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Chattanooga, TN-GA",16860,.27420017,.36146083,.31406977
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Chattanooga, TN-GA",16860,.88100929,.90026049,.90245199
"Education","age0_3","Age 0 to 3",0,"Chattanooga, TN-GA",16860,.09136559,.11504008,.11070029
"Education","age4_5","Age 4 to 5",0,"Chattanooga, TN-GA",16860,.10116369,.09695837,.07037536
"Population","Share","Children of Immigrants, Share",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.3043632,.30926959,.31803798
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.07631169,.08323754,.08309836
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.10187333,.09801928,.10429424
"Citizenship","notCit","Who are not citizens",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.09668164,.10119344,.09399044
"Family_Structure","fourkid","More than four children in family",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.0599142,.05957476,.05744061
"Country_of_Origin_of_Parents","Africa","Africa",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.03238847,.03300927,.03515607
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.67311111,.64784546,.61361947
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.34269742,.35732703,.3530981
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.64847196,.65402809,.64737177
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.55458519,.55458745,.55478861
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,,0,.01076716
"Education","NIS617","Who are not in school, age 6 to 17",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.01570084,.01353627,.01480509
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.27668235,.27540437,.26012698
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.48465456,.50867097,.52427989
"English_Proficiency","eppars","English Proficient Parents",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.35152804,.34597191,.35262823
"Family_Structure","twokid","Two children in famiy",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.38188672,.37751002,.37431494
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.93970397,.92497619,.91334909
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.03463314,.03498764,.03742052
"Education","NIS35","Who are not in school, age 3 to 5",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.08811316,.08558576,.08813743
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.56062095,.54147952,.55291147
"Family_Structure","threekid","Three children in family",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.37802066,.38305268,.38898837
"Family_Structure","sPar","In single parent families",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.13606819,.13460134,.14036217
"English_Proficiency","engPro","Who are English Proficient",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.80518072,.80908441,.81802838
"English_Proficiency","limEng","With Limited English Proficiency",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.19481928,.19091559,.18197162
"Education","lTHS","With parents who have less than a high school degree",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.25101736,.24029129,.22617333
"Family_Structure","tPar","In two-parent families",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.86393181,.86539866,.85963783
"Family_Structure","onekid","One child in family",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.18017843,.17986254,.17925607
"Education","col","With parents who have at least four year college degree",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.31427689,.31502414,.31497066
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.1566115,.15004661,.14185227
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.18246931,.19841445,.22497918
"English_Proficiency","noeppars","No English Proficient Parents",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.46697415,.47700424,.46744886
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.02761582,.03101853,.02898529
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.01598086,.01509368,.01440465
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.42915307,.44027409,.44611711
"Education","HS","With parents who have a high school degree",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.43470576,.44468457,.45885601
"Education","age0_3","Age 0 to 3",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.33403196,.3321948,.32732297
"Education","age4_5","Age 4 to 5",0,"Chicago-Naperville-Joliet, IL-IN-WI",16980,.32821698,.32797656,.35049721
"Population","Share","Children of Immigrants, Share",0,"Cincinnati-Middletown, OH-KY-IN",17140,.06224272,.07252631,.06750808
"English_Proficiency","limEng","With Limited English Proficiency",0,"Cincinnati-Middletown, OH-KY-IN",17140,.18131859,.15338733,.13093941
"Country_of_Origin_of_Parents","mexico","Mexico",0,"Cincinnati-Middletown, OH-KY-IN",17140,.19775959,.19687938,.18840425
"English_Proficiency","linIso","Who live in Linguistically Isolated Households",0,"Cincinnati-Middletown, OH-KY-IN",17140,.22181401,.22272464,.24053052
"Country_of_Origin_of_Parents","seAsia","Southeast Asia",0,"Cincinnati-Middletown, OH-KY-IN",17140,.05620182,.0350536,.02692417
"Poverty_Income_and_Benefit_Receipt","LIWF","In low income working families",0,"Cincinnati-Middletown, OH-KY-IN",17140,.26434144,.29851666,.28037762
"Poverty_Income_and_Benefit_Receipt","pov100","In families below 100% of the poverty line",0,"Cincinnati-Middletown, OH-KY-IN",17140,.20724567,.24849047,.26126657
"Citizenship","citCitPar","Who are citizens with citizen parents",0,"Cincinnati-Middletown, OH-KY-IN",17140,.54047295,.50259625,.54144157
"Country_of_Origin_of_Parents","eAsia","East Asia & Pacific",0,"Cincinnati-Middletown, OH-KY-IN",17140,.14295994,.13683836,.12653365
"Citizenship","notCit","Who are not citizens",0,"Cincinnati-Middletown, OH-KY-IN",17140,.15266585,.1677818,.15260066
"Poverty_Income_and_Benefit_Receipt","pov200","In families below 200% of the poverty line",0,"Cincinnati-Middletown, OH-KY-IN",17140,.33578115,.37004956,.40694866
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Cincinnati-Middletown, OH-KY-IN",17140,.3068612,.32962194,.30595777
"Country_of_Origin_of_Parents","Africa","Africa",0,"Cincinnati-Middletown, OH-KY-IN",17140,.13922947,.1516548,.13961085
"Country_of_Origin_of_Parents","europe","Europe, Canada & Australia",0,"Cincinnati-Middletown, OH-KY-IN",17140,.20643555,.21398158,.21247479
"English_Proficiency","engPro","Who are English Proficient",0,"Cincinnati-Middletown, OH-KY-IN",17140,.81868141,.84661267,.86906059
"Country_of_Origin_of_Parents","southAmerica","South America",0,"Cincinnati-Middletown, OH-KY-IN",17140,.03018266,.02525359,.03633207
"Family_Structure","threekid","Three children in family",0,"Cincinnati-Middletown, OH-KY-IN",17140,.35304879,.32700822,.33157185
"Education","HS","With parents who have a high school degree",0,"Cincinnati-Middletown, OH-KY-IN",17140,.29619972,.28046073,.32613925
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Cincinnati-Middletown, OH-KY-IN",17140,.14126816,.16014979,.189642
"Family_Structure","twokid","Two children in famiy",0,"Cincinnati-Middletown, OH-KY-IN",17140,.38947672,.43346178,.41523526
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Cincinnati-Middletown, OH-KY-IN",17140,,.15151516,-.07894737
"Family_Structure","tPar","In two-parent families",0,"Cincinnati-Middletown, OH-KY-IN",17140,.83138539,.80981448,.85734016
"Education","col","With parents who have at least four year college degree",0,"Cincinnati-Middletown, OH-KY-IN",17140,.50777604,.55070125,.55565509
"English_Proficiency","noeppars","No English Proficient Parents",0,"Cincinnati-Middletown, OH-KY-IN",17140,.27756732,.29673121,.33750137
"Family_Structure","onekid","One child in family",0,"Cincinnati-Middletown, OH-KY-IN",17140,.23111821,.19901533,.2221461
"Poverty_Income_and_Benefit_Receipt","work","Working Family",0,"Cincinnati-Middletown, OH-KY-IN",17140,.92391968,.92345409,.86191344
"Country_of_Origin_of_Parents","centralAmerica","Other Central America & Spanish Caribbean",0,"Cincinnati-Middletown, OH-KY-IN",17140,.0859628,.0801889,.08007821
"Education","NIS35","Who are not in school, age 3 to 5",0,"Cincinnati-Middletown, OH-KY-IN",17140,.11355259,.11356567,.11939075
"Poverty_Income_and_Benefit_Receipt","home","Household owns Home",0,"Cincinnati-Middletown, OH-KY-IN",17140,.59649313,.58682506,.60275053
"English_Proficiency","oneleppar","At least one Limited English Proficient Parent",0,"Cincinnati-Middletown, OH-KY-IN",17140,.43051658,.453463,.49989569
"Education","NIS617","Who are not in school, age 6 to 17",0,"Cincinnati-Middletown, OH-KY-IN",17140,.01554344,.01950425,.03012926
"Family_Structure","sPar","In single parent families",0,"Cincinnati-Middletown, OH-KY-IN",17140,.16861461,.19018552,.14265984
"Education","lTHS","With parents who have less than a high school degree",0,"Cincinnati-Middletown, OH-KY-IN",17140,.19602424,.16883802,.11820566
"English_Proficiency","eppars","English Proficient Parents",0,"Cincinnati-Middletown, OH-KY-IN",17140,.56948342,.546537,.50010431
"Family_Structure","fourkid","More than four children in family",0,"Cincinnati-Middletown, OH-KY-IN",17140,.02635628,.04051466,.03104678
"Education","age0_3","Age 0 to 3",0,"Cincinnati-Middletown, OH-KY-IN",17140,.07980214,.08938241,.09140362
"Education","age4_5","Age 4 to 5",0,"Cincinnati-Middletown, OH-KY-IN",17140,.08339527,.09644958,.09409382
"Population","Share","Children of Immigrants, Share",0,"Cleveland-Elyria-Mentor, OH",17460,.08223253,.07938028,.08189041
"Country_of_Origin_of_Parents","Africa","Africa",0,"Cleveland-Elyria-Mentor, OH",17460,.1191459,.06656126,.07749006
"English_Proficiency","limEng","With Limited English Proficiency",0,"Cleveland-Elyria-Mentor, OH",17460,.10085521,.11278085,.11488693
"Population","perChange","Percentage Change in the Number of Children of Immigrants",0,"Cleveland-Elyria-Mentor, OH",17460,,-.05,.02631579
"Family_Structure","onekid","One child in family",0,"Cleveland-Elyria-Mentor, OH",17460,.20584442,.22273597,.21612774
"Citizenship","citNotCitPar","Who are citizens with non-citizen parents",0,"Cleveland-Elyria-Mentor, OH",17460,.16361453,.15515281,.17409769
"Country_of_Origin_of_Parents","midEast","The Middle East & South Asia",0,"Cleveland-Elyria-Mentor, OH",17460,.236428,.22771165,.24468168
"Family_Structure","sPar","In single parent families",0,"Cleveland-Elyria-Mentor, OH",17460,.11036476,.10253361,.1348815
"Education","NIS35","Who are not in school, age 3 to 5",0,"Cleveland-Elyria-Mentor, OH",17460,.07537735,.06311867,.06860479
"Education","lTHS","With parents who have less than a high school degree",0,"Cleveland-Elyria-Mentor, OH",17460,.06369459,.08110439,.09838901
